,0
794, Children's Comedy 1994
795, Comedy Romance 1994
796, Action Sci-Fi 1994
797, Action 1995
798, Drama 1995
799, Horror Thriller 1995
800, Comedy 1994
801, Action Adventure Crime Thriller 1993
802, Action Drama War 1993
803, Comedy 1994
804, Comedy Mystery 1993
805, Action Crime Drama 1993
806, Drama 1993
807, Action Drama 1993
808, Action Drama Mystery 1993
809, Action 1994
810, Documentary 1993
811, Adventure Children's 1994
812, Documentary 1995
813, Documentary 1994
814, Drama Romance 1996
815, Horror 1995
816, Drama 1995
817, Comedy 1996
818, Comedy 1996
819, Adventure Animation Children's Comedy Fantasy 1996
820, Comedy Romance 1996
821, Drama 1968
822, Crime Film-Noir Thriller 1996
823, Comedy 1996
824, Action Sci-Fi Thriller 1996
825, Adventure 1996
826, Action Adventure Thriller 1996
827, Adventure Children's 1996
828, Action Adventure 1996
829, Action Mystery Thriller 1995
830, Action Adventure Sci-Fi Thriller 1996
831, Children's Drama Fantasy 1996
832, Action 1996
833, Horror Thriller 1995
834, Comedy Musical Romance 1934
835, Comedy Romance 1939
836, Drama 1941
837, Action 1987
838, Horror Thriller 1995
839, Action Drama Western 1996
840, Action Thriller 1996
841, Children's Comedy Drama 1960
842, Children's Comedy 1959
843, Crime 1996
844, Comedy 1996
845, Drama Romance 1996
846, Documentary Drama 1996
847, Film-Noir Thriller 1944
848, Action Romance 1990
849, Documentary 1996
850, Drama 1966
851, Drama Thriller 1996
852, Comedy Horror 1992
853, Comedy Horror 1987
854, Action Drama Mystery Romance Thriller 1981
855, Comedy Drama 1991
856, Documentary 1995
857, Horror 1996
858, Comedy Horror 1986
859, Horror Thriller 1987
860, Horror 1986
861, Adventure Children's Comedy 1996
862, Drama 1970
863, Comedy 1996
864, Drama 1997
865, Comedy Romance 1996
866, Drama 1996
867, Drama 1996
868, Comedy Romance 1997
869, Romance 1997
870, Comedy 1997
871, Romance 1997
872, Comedy Romance 1997
873, Drama 1997
874, Drama Romance 1997
875, Action Comedy 1997
876, Adventure Romance 1997
877, Children's Comedy Mystery 1997
878, Action Thriller War 1997
879, Drama 1997
880, Action Comedy 1997
881, Drama 1997
882, Drama 1997
883, Documentary 1997
884, Horror 1998
885, Romance Thriller 1997
886, Drama 1997
887, Drama 1997
888, Romance 1997
889, Action Adventure 1997
890, Drama War 1997
891, Children's Comedy Fantasy 1997
892, Comedy 1997
893, Children's Comedy 1997
894, Horror Thriller 1997
895, Drama 1997
896, Action Adventure Sci-Fi 1995
897, Drama 1997
898, Drama 1997
899, Drama 1997
900, Comedy 1997
901, Comedy Crime Mystery Thriller 1998
902, Drama Romance 1997
903, Comedy Drama 1997
904, Drama Romance 1998
905, Drama Romance 1997
906, Comedy 1998
907, Comedy 1998
908, Drama 1998
909, Drama 1997
910, Crime Drama 1998
911, Action Thriller 1998
912, Comedy 1997
913, Crime Drama Mystery Thriller 1998
914, Drama 1998
915, Action Sci-Fi Thriller 1998
916, Action Drama Thriller 1998
917, Romance 1998
918, Adventure Sci-Fi 1995
919, Drama 1995
920, Drama Romance 1993
921, Western 1995
922, Drama 1991
923, Adventure Drama 1996
924, Sci-Fi Thriller 1996
925, Comedy 1996
926, Drama 1995
927, Drama Horror 1996
928, Children's Comedy 1996
929, Action Adventure Thriller 1996
930, Sci-Fi Thriller 1996
931, Children's Comedy 1996
932, Drama 1996
933, Drama 1996
934, Drama War 1997
935, Comedy Drama Romance 1996
936, Drama 1997
937, Comedy Romance 1997
938, Drama Thriller 1995
939, Comedy 1994
940, Comedy Drama 1994
941, Drama 1993
942, Thriller 1994
943, Comedy Drama War 1994
944, Comedy Mystery Romance Thriller 1963
945, Animation Children's 1981
946, Adventure Romance 1988
947, Comedy Romance 1997
948, Drama Romance 1995
949, Drama 1995
950, Adventure Children's Fantasy 1995
951, Comedy 1995
952, Comedy Drama 1995
953, Documentary 1995
954, Drama Romance 1995
955, Drama 1994
956, Comedy 1992
957, Drama 1994
958, Comedy 1993
959, Drama 1993
960, Drama 1993
961, Drama 1993
962, Drama Thriller 1993
963, Comedy Drama 1995
964, Comedy Musical 1957
965, Romance 1957
966, Drama 1936
967, Musical 1949
968, Animation Children's 1968
969, Comedy 1991
970, Comedy War 1991
971, Drama 1992
972, Documentary 1995
973, Drama Thriller 1996
974, Thriller 1996
975, Action Sci-Fi Thriller 1996
976, Action 1996
977, Mystery Thriller 1996
978, Drama Thriller 1996
979, Drama 1996
980, Drama 1997
981, Action Adventure Thriller 1996
982, Thriller 1996
983, Thriller 1997
984, Drama 1997
985, Thriller 1997
986, Thriller 1997
987, Comedy Romance 1997
988, Animation Children's Musical 1997
989, Drama Romance 1997
990, Crime 1997
991, Comedy Thriller 1996
992, Adventure Animation Children's Comedy Musical 1997
993, Drama 1997
994, Comedy 1997
995, Children's Comedy 1995
996, Comedy 1995
997, Comedy 1994
998, Comedy 1994
999, Comedy Western 1994
1000, Comedy 1996
1001, Comedy 1997
1002, Children's Comedy Mystery 1997
1003, Drama Western 1993
1004, Drama 1991
1005, Drama Sci-Fi 1991
1006, Comedy 1996
1007, Drama 1996
1008, Drama 1996
1009, Drama 1996
1010, Crime 1996
1011, Comedy Drama 1997
1012, Action Adventure Thriller 1997
1013, Comedy 1997
1014, Children's Drama 1997
1015, Action Adventure Thriller 1997
1016, Drama 1996
1017, Drama 1990
1018, Action Thriller 1989
1019, Mystery Thriller 1944
1020, Drama 1963
1021, Documentary 1997
1022, Comedy 1997
1023, Romance 1997
1024, Action Drama Thriller 1997
1025, Comedy Drama 1997
1026, Action 1995
1027, Comedy Romance 1995
1028, Comedy 1995
1029, Comedy 1993
1030, Adventure Children's 1994
1031, Children's Comedy 1994
1032, Adventure Children's 1996
1033, Action Adventure 1996
1034, Comedy 1993
1035, Comedy Fantasy 1991
1036, Comedy Musical Romance 1982
1037, Thriller 1997
1038, Drama 1996
1039, Comedy Romance 1996
1040, Comedy Romance 1995
1041, Mystery Thriller 1995
1042, Comedy 1995
1043, Comedy Drama 1994
1044, Drama 1993
1045, Thriller 1993
1046, Comedy 1996
1047, Comedy Romance 1996
1048, Comedy 1996
1049, Drama Romance 1947
1050, Comedy 1996
1051, Comedy Horror 1995
1052, Drama 1995
1053, Comedy 1996
1054, Drama 1994
1055, Horror 1992
1056, Comedy 1996
1057, Adventure Drama 1994
1058, Comedy 1996
1059, Adventure Children's 1996
1060, Comedy Drama 1996
1061, Drama 1997
1062, Children's Drama 1995
1063, Crime Film-Noir 1947
1064, Documentary War 1983
1065, Animation Children's 1995
1066, Comedy 1996
1067, Drama 1995
1068, Crime Drama Thriller 1994
1069, Comedy 1995
1070, Comedy 1995
1071, Comedy Romance 1995
1072, Thriller 1994
1073, Comedy Drama 1994
1074, Drama 1994
1075, Action Adventure Animation Children's Fantasy 1994
1076, Thriller 1994
1077, Animation Children's 1988
1078, Comedy Musical 1996
1079, Comedy 1994
1080, Crime 1996
1081, Drama 1996
1082, Crime Thriller 1996
1083, Documentary 1995
1084, Drama Romance 1996
1085, Drama 1995
1086, Action 1995
1087, Action 1997
1088, Action Romance Thriller 1997
1089, Thriller 1993
1090, Adventure Animation Children's Musical 1977
1091, Comedy 1996
1092, Comedy 1995
1093, Comedy 1996
1094, Comedy 1996
1095, Romance 1997
1096, Drama 1995
1097, Comedy 1996
1098, Drama 1994
1099, Comedy Drama Romance 1994
1100, Drama Mystery 1993
1101, Comedy Romance 1996
1102, Comedy Drama 1990
1103, Comedy Crime Drama 1992
1104, Action Adventure Thriller 1998
1105, Crime Drama 1998
1106, Drama 1995
1107, Drama 1995
1108, Drama Thriller 1994
1109, Action Comedy Musical Sci-Fi 1995
1110, Drama 1994
1111, Drama 1994
1112, Drama 1994
1113, Comedy 1996
1114, Comedy Drama Romance 1996
1115, Adventure 1940
1116, Drama 1996
1117, Comedy 1978
1118, Drama Romance 1987
1119, Comedy 1996
1120, Drama Musical 1964
1121, Crime Drama 1939
1122, Drama 1954
1123, Romance War 1932
1124, Thriller 1961
1125, Adventure Drama 1958
1126, Drama 1998
1127, Documentary 1995
1128, Drama Mystery Romance 1994
1129, Documentary 1994
1130, Thriller 1995
1131, Drama Romance 1996
1132, Adventure Children's Fantasy 1975
1133, Drama 1996
1134, Drama Musical 1991
1135, Drama 1996
1136, Drama Romance 1996
1137, Action Comedy Crime Drama 1997
1138, Action Crime Thriller 1995
1139, Comedy 1994
1140, Documentary 1993
1141, Documentary 1996
1142, Crime Thriller 1996
1143, Drama 1996
1144, Drama 1994
1145, Drama 1993
1146, Drama 1995
1147, Drama 1994
1148, Drama 1971
1149, Drama 1996
1150, Crime 1996
1151, Romance War 1996
1152, Drama Musical 1993
1153, Sci-Fi 1965
1154, Comedy Romance 1995
1155, Crime Drama 1995
1156, Horror 1997
1157, Drama 1995
1158, Mystery Sci-Fi 1979
1159, Drama Romance 1997
1160, Action Drama 1996
1161, Comedy 1996
1162, Drama 1996
1163, Children's 1997
1164, Comedy Drama 1996
1165, Comedy 1993
1166, Comedy 1994
1167, Drama 1993
1168, Drama 1994
1169, Comedy Drama 1994
1170, Drama 1994
1171, Comedy 1939
1172, Drama Romance 1997
1173, Drama Thriller 1996
1174, Romance 1997
1175, Drama War 1997
1176, Comedy 1996
1177, Comedy 1994
1178, Comedy 1995
1179, Action Comedy 1994
1180, Action Comedy 1994
1181, Comedy 1994
1182, Action Comedy 1994
1183, Documentary 1994
1184, Comedy War 1994
1185, Comedy Drama 1994
1186, Crime 1975
1187, Action Comedy Western 1990
1188, Drama 1997
1189, Comedy Romance 1997
1190, Crime Drama 1998
1191, Drama 1993
1192, Drama 1994
1193, Crime Drama 1994
1194, Drama 1993
1195, Drama 1992
1196, Comedy Drama 1996
1197, Crime Thriller 1960
1198, Comedy Horror 1994
1199, Children's Drama 1950
1200, Documentary 1996
1201, Comedy 1994
1202, Comedy Musical Romance 1935
1203, Comedy Drama War 1942
1204, Drama 1996
1205, Comedy 1993
1206, Thriller 1995
1207, Crime Drama Thriller 1995
1208, Comedy 1994
1209, Sci-Fi Thriller 1995
1210, Drama Romance 1994
1211, Drama Mystery Romance 1993
1212, Crime Drama Thriller 1993
1213, Drama 1976
1214, Action Sci-Fi 1996
1215, Romance 1996
1216, Thriller 1995
1217, Comedy 1995
1218, Animation Children's Comedy Romance 1995
1219, Drama 1995
1220, Drama 1994
1221, Action 1993
1222, Drama 1993
1223, Drama 1994
1224, Comedy 1995
1225, Crime Drama 1997
1226, Drama 1995
1227, Action 1995
1228, Drama Thriller 1995
1229, Comedy 1994
1230, Action Drama 1990
1231, Documentary 1991
1232, Drama 1996
1233, Comedy 1998
1234, Crime 1994
1235, Drama 1997
1236, Comedy Drama 1996
1237, Drama 1996
1238, Action Adventure Romance 1995
1239, Animation Sci-Fi 1995
1240, Comedy Drama 1996
1241, Comedy 1991
1242, Horror 1997
1243, Action 1997
1244, Crime 1997
1245, Comedy 1995
1246, Western 1994
1247, Thriller 1994
1248, Comedy 1993
1249, Action 1995
1250, Comedy 1996
1251, Drama 1963
1252, Thriller 1995
1253, Comedy 1997
1254, Drama 1996
1255, Drama 1997
1256, Drama 1997
1257, Comedy Romance 1997
1258, Comedy Romance 1995
1259, Drama 1995
1260, Drama 1995
1261, Romance 1996
1262, Drama 1996
1263, Drama 1994
1264, Drama 1997
1265, Drama 1973
1266, Drama 1995
1267, Drama 1992
1268, Comedy Romance 1957
1269, Comedy 1993
1270, Comedy 1994
1271, Comedy Drama 1994
1272, Drama Thriller 1994
1273, Sci-Fi Thriller 1993
1274, Thriller 1994
1275, Drama 1996
1276, Action Crime 1996
1277, Drama Musical 1997
1278, Adventure Children's 1997
1279, Crime 1997
1280, Drama 1996
1281, Drama 1995
1282, Comedy 1997
1283, Drama Mystery 1996
1284, Drama 1994
1285, Comedy Musical Romance 1937
1286, Comedy 1996
1287, Comedy 1995
1288, Romance 1995
1289, Drama Romance 1994
1290, Comedy 1996
1291, Children's Fantasy 1997
1292, Adventure Children's Fantasy Sci-Fi 1997
1293, Documentary 1997
1294, Comedy Drama 1997
1295, Comedy Drama 1996
1296, Drama Romance 1994
1297, Comedy Musical 1953
1298, Drama Romance 1941
1299, Drama Romance 1997
1300, Comedy 1981
1301, Comedy 1996
1302, Action 1994
1303, Action Crime 1996
1304, Comedy 1995
1305, Drama 1994
1306, Documentary 1994
1307, Comedy Drama 1994
1308, Drama 1974
1309, Drama 1945
1310, Comedy Drama 1995
1311, Comedy Drama 1996
1312, Film-Noir Mystery Thriller 1998
1313, Action Adventure Thriller 1994
1314, Drama Romance 1997
1315, Drama 1998
1316, Drama 1995
1317, Documentary 1995
1318, Drama 1995
1319, Drama 1995
1320, Comedy 1996
1321, Comedy 1993
1322, Drama 1994
1323, Drama Thriller 1994
1324, Drama 1996
1325, Drama 1996
1326, Drama 1994
1327, Drama 1994
1328, Drama 1994
1329, Drama 1994
1330, Documentary 1995
1331, Drama 1993
1332, Comedy Drama 1994
1333, Drama 1994
1334, Drama 1996
1335, Children's Comedy Fantasy 1996
1336, Comedy 1996
1337, Drama 1995
1338, Comedy Drama 1993
1339, Romance 1995
1340, Drama 1992
1341, Drama 1995
1342, Drama 1995
1343, Drama 1993
1344, Drama 1994
1345, Drama 1992
1346, Drama 1958
1347, Drama 1990
1348, Comedy 1993
1349, Drama 1949
1350, Comedy 1996
1351, Drama 1976
1352, Romance 1994
1353, Drama 1992
1354, Drama 1996
1355, Comedy 1996
1356, Romance War 1994
1357, Action 1996
1358, Drama 1996
1359, Comedy 1994
1360, Comedy 1996
1361, Action 1996
1362, Documentary 1996
1363, Action 1996
1364, Action Drama 1993
1365, Documentary Drama 1994
1366, Animation 1994
1367, Drama 1994
1368, Drama 1950
1369, Drama Thriller 1994
1370, Comedy Horror 1994
1371, Action 1994
1372,unknown 1971
1373, Comedy 1980
1374, Drama 1993
1375, Comedy 1997
1376, Comedy Romance 1996
1377, Documentary 1997
1378, Romance 1996
1379, Drama 1996
1380, Drama 1996
1381, Drama 1965
1382, Adventure Children's 1997
1383, Drama 1996
1384, Comedy Romance 1997
1385, Sci-Fi 1992
1386, Romance 1997
1387, Drama 1996
1388, Drama 1996
1389, Crime 1995
1390, Drama 1996
1391, Drama 1997
1392, Action Thriller 1997
1393, Romance 1997
1394, Drama 1998
1395, Drama 1995
1396, Drama 1934
1397, Drama 1996
1398, Thriller 1997
1399, Drama Romance 1995
1400, Drama 1993
1401, Drama 1993
1402, Comedy Drama 1994
1403, Comedy 1987
1404, Drama 1997
1405, Drama Romance 1995
1406, Action 1994
1407, Comedy 1995
1408, Animation Children's 1994
1409, Drama 1993
1410, Adventure Sci-Fi 1968
1411, Animation Children's 1995
1412, Action 1994
1413, Action 1995
1414, Action Children's 1994
1415, Action Sci-Fi 1994
1416, Drama 1992
1417, Drama 1993
1418, Action Sci-Fi 1994
1419, Comedy 1998
1420, Drama 1993
1421, Film-Noir Thriller 1993
1422, Drama War 1995
1423, Comedy Drama Romance 1994
1424, Comedy Drama 1994
1425, Comedy Drama 1996
1426, Drama 1995
1427, Comedy 1997
1428, Drama Romance 1998
1429, Drama 1997
1430, Thriller 1997
1431, Drama 1998
1432, Action Drama 1998
1433, Romance 1997
1434, Comedy 1995
1435, Drama Romance 1993
1436, Comedy 1994
1437, Drama 1995
1438, Crime Drama 1994
1439, Drama 1994
1440, Drama Romance 1995
1441, Drama 1995
1442, Drama 1994
1443, Children's Comedy Mystery 1965
1444, Drama 1994
1445, Comedy 1995
1446, Drama 1993
1447, Drama 1993
1448, Drama 1955
1449, Adventure Romance 1947
1450, Thriller 1940
1451, Comedy Mystery 1943
1452, Crime Drama 1946
1453, Western 1947
1454, Western 1943
1455, Comedy Drama 1954
1456, Comedy Drama 1996
1457, Comedy Musical Romance 1937
1458, Musical 1995
1459, Comedy Drama 1995
1460, Comedy 1935
1461, Crime Drama Romance 1996
1462, Comedy 1997
1463, Drama 1995
1464, Comedy Drama 1995
1465, Drama 1995
1466, Drama 1993
1467, Drama 1995
1468, Adventure Children's 1995
1469, Animation Children's 1995
1470, Thriller 1995
1471, Comedy Sci-Fi 1993
1472, Children's Drama 1939
1473, Comedy Romance 1994
1474, Comedy Drama 1993
1475, Film-Noir 1948
1476, Horror Thriller 1997
1477, Action Crime Drama 1995
1478, Comedy 1995
1479, Adventure Children's Comedy 1974
1480, Drama 1994
1481, Documentary 1995
1482, Action Drama Romance 1998
1483, Action Comedy 1994
1484, Drama Romance War 1994
1485, Drama 1995
1486, Comedy Romance 1993
1487, Drama 1993
1488, Comedy 1994
1489, Comedy 1993
1490, Action Drama Thriller 1995
1491, Comedy 1994
1492, Romance 1995
1493, Comedy 1994
1494, Drama 1995
1495, Comedy Crime 1996
1496, Documentary 1996
1497, Comedy 1995
1498, Comedy 1994
1499, Comedy 1996
1500, War 1996
1501, Comedy Romance 1994
1502, Adventure Children's 1995
1503, Comedy 1994
1504, Crime Drama 1995
1505, Drama 1995
1506, Comedy 1996
1507, Drama Thriller 1995
1508, Comedy 1994
1509, Crime 1996
1510, Comedy 1996
1511, Drama 1959
1512, Comedy 1997
1513, Drama 1997
1514, Adventure Romance 1995
1515, Drama 1994
1516, Drama 1996
1517, Drama 1995
1518, Crime Drama 1995
1519, Horror 1995
1520, Comedy Romance 1993
1521, Thriller 1994
1522, Action Adventure 1994
1523, Drama 1993
1524, Comedy Romance 1998
1525, Drama Romance Thriller 1985
1526, Comedy 1998
1527, Drama 1997
1528, War 1995
1529, Drama 1995
1530, Adventure Children's 1995
1531, Drama 1994
1532, Drama 1993
1533, Comedy Crime 1997
1534, Drama 1994
1535, Drama 1994
1536, Comedy 1996
1537, Drama 1997
1538, Drama 1993
1539, Adventure Children's 1995
1540, Drama 1994
1541, Drama 1926
1542, Drama 1996
1543, Comedy 1995
1544, Drama Romance 1995
1545, Drama 1988
1546, Documentary 1995
1547, Action Thriller 1995
1548, Thriller 1995
1549, Comedy 1995
1550, Drama 1994
1551, Action 1995
1552, Mystery Thriller 1995
1553, Drama 1994
1554, Adventure Children's 1993
1555, Action Drama Thriller 1995
1556, Comedy Drama 1994
1557, Drama 1956
1558, Action Drama Thriller 1994
1559, Crime 1981
1560, Documentary Drama 1994
1561, Documentary 1993
1562, Romance 1994
1563, Drama 1991
1564, Drama 1992
1565, Drama 1943
1566, Comedy 1992
1567, Comedy Romance 1992
1568, Comedy Drama 1987
1569, Comedy 1992
1570, Drama 1973
1571, Drama 1982
1572, Horror 1968
1573, War 1995
1574, Drama 1990
1575, Fantasy 1987
1576, Drama 1956
1577, Drama 1967
1578, Thriller 1988
1579, Romance 1933
1580, Mystery 1950
1581, Film-Noir 1947
1582, Drama 1986
1583, Drama 1946
1584, Documentary 1990
1585, Action Crime Drama 1992
1586, Western 1958
1587, Comedy Drama 1996
1588, Comedy 1996
1589, Drama 1995
1590, Drama 1995
1591, Drama 1998
1592, Comedy 1991
1593, Documentary 1998
1594, Action Thriller 1994
1595, Action Sci-Fi Thriller 1995
1596, Action Drama 1992
1597, Crime Thriller 1997
1598, Drama 1995
1599, Comedy 1994
1600, Thriller 1997
1601, Drama 1998
1602, Drama 1995
1603, Crime Film-Noir Thriller 1948
1604, Comedy 1996
1605, Crime 1997
1606, Drama 1998
1607, Adventure Children's Drama 1997
1608, Comedy 1997
1609, Action Crime Romance 1997
1610, Comedy 1996
1611, Romance 1996
1612, Action Drama 1995
1613, Comedy Drama 1958
1614, Action Adventure Children's Fantasy 1997
1615, Drama 1995
1616, Romance 1997
1617, Action Crime 1990
1618, Drama 1996
1619, Comedy 1997
1620, Thriller 1995
1621, Comedy 1993
1622, Drama 1995
1623, Thriller 1998
1624, Horror Thriller 1997
1625, Comedy Drama 1994
1626, Comedy Drama 1995
1627, Drama 1994
1628, Documentary 1995
1629, Drama 1994
1630, Comedy Drama 1993
1631, War 1995
1632, Comedy Drama 1994
1633, Drama 1994
1634, Drama 1986
1635, Drama 1995
1636, Drama 1996
1637, Crime Drama 1996
1638, Drama 1996
1639, Drama 1996
1640, Documentary 1995
1641, Drama 1996
1642, Drama 1995
1643, Comedy 1996
1644, Drama 1998
1645, Action Drama 1997
1646, Comedy Crime Drama 1997
1647, Drama 1997
1648, Comedy Documentary 1997
1649, Drama 1998
1650, Drama Thriller 1997
1651, Romance 1996
1652, Drama 1996
1653, Comedy 1998
1654, Comedy Romance 1994
1655, Comedy Romance 1998
1656, Action Drama 1995
1657, Drama 1996
1658, Comedy 1996
1659, Drama 1995
1660, Drama 1994
1661, Drama Romance 1995
1662, Drama War 1995
1663, Comedy 1997
1664, Drama 1997
1665, Drama 1996
1666, Drama 1995
1667, Comedy 1996
1668, Crime Drama Mystery 1996
1669, Comedy Thriller 1998
1670, Drama 1996
1671, Drama 1993
1672, Action Thriller 1995
1673, Drama 1962
1674, Drama 1996
1675, Drama 1996
1676, Drama 1995
1677, Drama 1997
1678, Romance Thriller 1998
1679, Drama Romance 1998
1680, Comedy 1994
1681, Drama 1991
